┌─────────┬──────────┬──────────────────┬────────────────┬──────────┬──────────┐
│ (index) │   sku    │   account_ref    │    user_ref    │ quantity │  value   │
│  7485   │ 'DUJDEG' │        ''        │       ''       │   '2'    │ '635.91' │
│  7486   │ 'QVLYKM' │        ''        │       ''       │   '2'    │ '386.76' │
│  7487   │ 'PIQXGD' │        ''        │       ''       │   '3'    │ '200.88' │
│  7488   │ 'QHRLSJ' │        ''        │       ''       │   '1'    │ '46.87'  │
│  7489   │ 'YQKIBW' │        ''        │       ''       │   '2'    │ '273.08' │
│  7490   │ 'LFTQWK' │ 'SKPYFIEEXASCBX' │ 'NZZLHLEBKMAE' │   '1'    │ '63.68'  │
│  7491   │ 'YMKYYA' │ 'UEWAGCIKXRVQZB' │ 'ITIYIHQXWNWQ' │   '1'    │ '301.23' │
│  7492   │ 'MGDAFF' │ 'NQLTIZTHVZFQEX' │       ''       │   '2'    │ '555.69' │
│  7493   │ 'FKIUAX' │        ''        │       ''       │   '1'    │ '652.87' │
│  7494   │ 'YSLNQH' │        ''        │       ''       │   '2'    │ '485.7'  │
│  7495   │ 'VXNLHZ' │        ''        │       ''       │   '3'    │ '368.74' │
│  7496   │ 'UWYYNX' │        ''        │       ''       │   '3'    │ '178.53' │
│  7497   │ 'FLEEPI' │        ''        │       ''       │   '3'    │ '273.66' │
│  7498   │ 'RDOZDA' │ 'AGQJMCJXWWLXZB' │       ''       │   '3'    │ '205.6'  │
│  7499   │ 'NBPJJE' │ 'JJNMUXWNDMZQFP' │       ''       │   '3'    │ '286.25' │
│  7500   │ 'JDKUZH' │        ''        │       ''       │   '1'    │ '185.16' │
│  7501   │ 'CLMTLC' │ 'RDOWQPHKWGBBGW' │       ''       │   '3'    │ '452.32' │
│  7502   │ 'FAMYVM' │        ''        │       ''       │   '3'    │ '184.89' │
│  7503   │ 'FCBESB' │ 'TIQMBQJKEODESP' │ 'WYETRWPDXJKW' │   '1'    │ '24.23'  │
│  7504   │ 'RYLDRJ' │ 'VLCCNRALVJMQQN' │ 'COWTEWMCYKYH' │   '2'    │ '86.09'  │
│  7505   │ 'ZLFVJW' │        ''        │       ''       │   '2'    │ '309.84' │
│  7506   │ 'VJGPOC' │ 'UKWCVCBBQWNWMP' │ 'WNMYKUAUVXNI' │   '1'    │ '572.39' │
│  7507   │ 'WLCAMV' │ 'XSHRIYLQQFVCDJ' │ 'MEAEPEXHDWCM' │   '3'    │ '64.97'  │
│  7508   │ 'CSHYKK' │ 'FGPCKJIWORZMKX' │       ''       │   '2'    │ '440.49' │
│  7509   │ 'XGJFEW' │ 'YALKNKNHYKASVG' │ 'AAKASQEUTNII' │   '2'    │ '304.77' │
│  7510   │ 'VNLEFO' │        ''        │       ''       │   '3'    │ '456.39' │
│  7511   │ 'JAACJG' │        ''        │       ''       │   '1'    │ '233.46' │
│  7512   │ 'ADRPBB' │ 'ZNAYMIEGMBYZNB' │       ''       │   '1'    │ '426.05' │
│  7513   │ 'YHAUPQ' │ 'MNHNYKWZFMAUGK' │       ''       │   '1'    │ '615.15' │
│  7514   │ 'VCUYXT' │        ''        │       ''       │   '3'    │ '363.37' │
│  7515   │ 'ABNFTJ' │        ''        │       ''       │   '2'    │ '167.02' │
│  7516   │ 'AKCYRZ' │        ''        │       ''       │   '2'    │ '50.44'  │
│  7517   │ 'OKRRTP' │ 'XNLQKVSVETSQBX' │ 'RBVOCVVJMXRG' │   '3'    │ '336.2'  │
│  7518   │ 'UDZECG' │ 'BZQUAEXVJJWIPS' │       ''       │   '3'    │ '253.96' │
│  7519   │ 'EBENWB' │        ''        │       ''       │   '1'    │ '645.75' │
│  7520   │ 'PEHQNE' │ 'GULAXLOZUBRFLW' │ 'HGXONQGPIHGX' │   '3'    │ '524.75' │
│  7521   │ 'VVGCXI' │ 'XNLQKVSVETSQBX' │ 'CWKKUGNNWAUU' │   '2'    │ '443.18' │
│  7522   │ 'WNWUZV' │ 'DDMHKAQTOMEZEL' │       ''       │   '2'    │ '409.78' │
│  7523   │ 'YGOKMT' │        ''        │       ''       │   '2'    │ '439.95' │
│  7524   │ 'WIWWJE' │        ''        │       ''       │   '3'    │ '267.2'  │
│  7525   │ 'EAZZZZ' │ 'ZNKGXDSSHUZWKM' │ 'CPFEALUHJDDY' │   '2'    │ '181.63' │
│  7526   │ 'TEICFD' │        ''        │       ''       │   '1'    │ '328.84' │
│  7527   │ 'QGVSQR' │ 'UALBUAKYOGYIOP' │       ''       │   '2'    │ '52.87'  │
│  7528   │ 'CTTPZR' │        ''        │       ''       │   '1'    │ '594.02' │
│  7529   │ 'LSLAEC' │        ''        │       ''       │   '3'    │ '152.39' │
│  7530   │ 'WNFCKY' │ 'CFJBWDHBUISCJX' │ 'JOUKXFVQDWLX' │   '2'    │ '178.13' │
│  7531   │ 'DZBFCU' │        ''        │       ''       │   '3'    │ '165.34' │
│  7532   │ 'MJSTRN' │        ''        │       ''       │   '2'    │ '407.29' │
│  7533   │ 'JYKIIG' │ 'ZQPTWAMMBXNTWN' │ 'OCAXMFHTLACV' │   '2'    │  '89.9'  │
│  7534   │ 'JLXAUD' │ 'RSZNDNECKISNLB' │       ''       │   '2'    │ '29.85'  │
│  7535   │ 'RSBFPD' │ 'WKHSMXGAVQIUSQ' │       ''       │   '1'    │ '376.75' │
│  7536   │ 'QNTIRV' │ 'UPYWNBDNFEKMWU' │ 'GEIUZZIMXBHP' │   '3'    │ '289.46' │
│  7537   │ 'LCYNXU' │ 'GSEUNCTWPDTWSU' │ 'XRINHOMIZFCY' │   '2'    │ '43.78'  │
│  7538   │ 'MBUQRE' │        ''        │       ''       │   '1'    │ '579.06' │
│  7539   │ 'UZBPJP' │ 'JJNMUXWNDMZQFP' │       ''       │   '3'    │ '408.1'  │
│  7540   │ 'EWLKPT' │        ''        │       ''       │   '1'    │ '648.55' │
│  7541   │ 'ZJAPWF' │ 'TIQMBQJKEODESP' │       ''       │   '1'    │ '626.19' │
│  7542   │ 'EDZQIL' │        ''        │       ''       │   '1'    │ '227.28' │
│  7543   │ 'HVYVPN' │        ''        │       ''       │   '1'    │ '630.65' │
│  7544   │ 'UIKJBO' │ 'SUNKLOSPEWWOZN' │       ''       │   '3'    │ '423.69' │
│  7545   │ 'SEDZRO' │        ''        │       ''       │   '2'    │ '503.95' │
│  7546   │ 'RNYFET' │        ''        │       ''       │   '1'    │ '501.14' │
│  7547   │ 'YDHGTL' │ 'IWOJACTUWTAYDF' │       ''       │   '3'    │ '418.52' │
│  7548   │ 'CGCXEX' │ 'UKWCVCBBQWNWMP' │ 'EHCMXYBHWIES' │   '3'    │ '197.78' │
│  7549   │ 'WLJKCI' │ 'MPURFMIYQCXJDG' │       ''       │   '3'    │ '248.06' │
│  7550   │ 'CWFPFM' │ 'CCIHGFONLHMLGM' │       ''       │   '3'    │ '499.37' │
│  7551   │ 'ZSJZPU' │ 'KAFTCONUJCNALJ' │       ''       │   '3'    │ '504.91' │
│  7552   │ 'JIHXVO' │ 'ACJCXUMQVEWAEI' │       ''       │   '2'    │ '436.64' │
│  7553   │ 'YVWWZP' │ 'AGYWPXNICPCGSN' │       ''       │   '1'    │ '460.85' │
│  7554   │ 'WRCLCH' │        ''        │       ''       │   '1'    │ '228.43' │
│  7555   │ 'DSWDNO' │        ''        │       ''       │   '1'    │ '482.01' │
│  7556   │ 'EIEBYX' │        ''        │       ''       │   '3'    │ '350.41' │
│  7557   │ 'YRDEHW' │        ''        │       ''       │   '3'    │ '235.91' │
│  7558   │ 'KRWADL' │        ''        │       ''       │   '1'    │ '389.83' │
│  7559   │ 'HYTHVO' │ 'CKTAZQGXASXMVQ' │       ''       │   '1'    │ '636.44' │
│  7560   │ 'RCIDJM' │ 'VGWHSEVFYTMUEB' │       ''       │   '2'    │ '346.56' │
│  7561   │ 'CNELJJ' │ 'MFHAJMVTLXJTQH' │ 'UGQVUBEKTSSG' │   '3'    │ '24.37'  │
│  7562   │ 'UYELSE' │ 'JAJOSUEYHGOKKP' │       ''       │   '1'    │ '64.12'  │
│  7563   │ 'NYPYFH' │        ''        │       ''       │   '1'    │ '159.26' │
│  7564   │ 'HXJPBF' │ 'CABFYGGLXWIBDE' │       ''       │   '2'    │ '142.72' │
│  7565   │ 'XEBUFB' │ 'KQBHOPJSHUJBRV' │ 'QEMWAOAPMGFC' │   '3'    │ '194.37' │
│  7566   │ 'HPIIUT' │ 'CRSDEKTBVDJFGH' │       ''       │   '2'    │ '70.13'  │
│  7567   │ 'WUNAJI' │ 'IWONRTJTUPYGPA' │ 'XJCEENHSXYPO' │   '1'    │ '222.11' │
│  7568   │ 'IEZWKH' │        ''        │       ''       │   '1'    │ '617.38' │
│  7569   │ 'LQLNOM' │ 'SXXXNOYRSVAIWY' │       ''       │   '1'    │ '279.18' │
│  7570   │ 'RVXFME' │        ''        │       ''       │   '2'    │ '16.07'  │
│  7571   │ 'RIDCNF' │        ''        │       ''       │   '3'    │ '246.25' │
│  7572   │ 'TYGZHZ' │        ''        │       ''       │   '3'    │ '518.94' │
│  7573   │ 'IBHKQV' │ 'TFMGIHDKYDRTPW' │       ''       │   '1'    │ '117.15' │
│  7574   │ 'UXKFQH' │ 'HLXIELKZTBHYIB' │ 'BUGXEYNMOAAZ' │   '1'    │ '451.19' │
│  7575   │ 'QDEIJJ' │        ''        │       ''       │   '3'    │ '61.76'  │
│  7576   │ 'ANLALR' │ 'OEVTPMEQMCATMD' │ 'JSKGLJJCUPFT' │   '3'    │ '430.72' │
│  7577   │ 'QBSMRS' │        ''        │       ''       │   '2'    │ '494.25' │
│  7578   │ 'ZWTHSU' │        ''        │       ''       │   '3'    │ '242.3'  │
│  7579   │ 'DRTHJM' │        ''        │       ''       │   '2'    │  '236'   │
│  7580   │ 'HWVZSQ' │        ''        │       ''       │   '3'    │ '679.44' │
│  7581   │ 'QFHEQL' │ 'NLYOFDESRNZBFB' │ 'XKEZCNNXQWZK' │   '3'    │  '83.7'  │
│  7582   │ 'PCGXKU' │ 'JJNMUXWNDMZQFP' │       ''       │   '2'    │ '543.11' │
│  7583   │ 'RJTVHZ' │        ''        │       ''       │   '2'    │ '149.25' │
│  7584   │ 'TTCMUO' │        ''        │       ''       │   '3'    │ '292.82' │
│  7585   │ 'SDRNEY' │        ''        │       ''       │   '3'    │ '475.95' │
│  7586   │ 'FDXERS' │        ''        │       ''       │   '1'    │ '406.22' │
│  7587   │ 'FNOLDP' │ 'XVRYMRTTPAWSKJ' │       ''       │   '2'    │ '28.16'  │
│  7588   │ 'NXIPJH' │        ''        │       ''       │   '3'    │  '101'   │
│  7589   │ 'AWGNPE' │        ''        │       ''       │   '2'    │ '305.19' │
│  7590   │ 'LUXJAM' │        ''        │       ''       │   '1'    │ '490.75' │
│  7591   │ 'CQBIQY' │ 'IJVQUWMXEAZDIE' │ 'ERBFVVUEREKW' │   '1'    │ '463.84' │
│  7592   │ 'EOYUCH' │        ''        │       ''       │   '3'    │ '188.53' │
│  7593   │ 'QZKNJD' │ 'CBJFBOUMNPTGGW' │       ''       │   '1'    │ '523.5'  │
│  7594   │ 'RCIDJM' │ 'OPENKBXEVSUCZH' │       ''       │   '1'    │ '434.16' │
│  7595   │ 'EOZCTU' │ 'YOARLCXLSVBKQL' │       ''       │   '1'    │ '106.6'  │
│  7596   │ 'PNFNKA' │        ''        │       ''       │   '1'    │ '17.45'  │
│  7597   │ 'KOGLXC' │        ''        │       ''       │   '1'    │ '459.82' │
│  7598   │ 'YRDEHW' │        ''        │       ''       │   '1'    │ '199.78' │
│  7599   │ 'TINKFG' │        ''        │       ''       │   '2'    │  '35.4'  │
│  7600   │ 'IJSKDD' │ 'SDNGQJVONNBRAD' │       ''       │   '1'    │ '591.8'  │
│  7601   │ 'FXPPFA' │ 'GULAXLOZUBRFLW' │       ''       │   '1'    │ '221.49' │
│  7602   │ 'TARRRW' │        ''        │       ''       │   '1'    │ '167.22' │
│  7603   │ 'QKVIPO' │        ''        │       ''       │   '1'    │ '488.86' │
│  7604   │ 'DDJAFP' │        ''        │       ''       │   '1'    │ '340.4'  │
│  7605   │ 'ZZZGSV' │ 'LXTNEPORRJHEUG' │       ''       │   '3'    │ '151.13' │
│  7606   │ 'XTCYBC' │ 'URYRSTDCDYMLNJ' │ 'BRWNECHLWZDJ' │   '3'    │ '95.32'  │
│  7607   │ 'XGQNOQ' │        ''        │       ''       │   '3'    │ '527.79' │
│  7608   │ 'BCJQBS' │        ''        │       ''       │   '2'    │ '205.23' │
│  7609   │ 'MSQUTR' │ 'FZYRHRQOZJWEXU' │       ''       │   '3'    │ '55.45'  │
│  7610   │ 'CEPJJU' │ 'DDMHKAQTOMEZEL' │       ''       │   '1'    │ '606.48' │
│  7611   │ 'ROWAVP' │ 'LCJGUZEMHDDHTU' │ 'NUHNQYJDRIFZ' │   '2'    │ '36.66'  │
│  7612   │ 'EULAZA' │        ''        │       ''       │   '2'    │ '35.23'  │
│  7613   │ 'PGGCMJ' │        ''        │       ''       │   '1'    │ '475.47' │
│  7614   │ 'EPSMOU' │ 'VCRUGATORCZQYM' │       ''       │   '2'    │ '51.14'  │
│  7615   │ 'BPIJDK' │ 'IWONRTJTUPYGPA' │ 'GHXTFGCQUIRV' │   '2'    │ '236.01' │
│  7616   │ 'MKKHEA' │        ''        │       ''       │   '3'    │ '203.6'  │
│  7617   │ 'JADPDN' │ 'UERRUZRLMUYDAQ' │       ''       │   '2'    │ '437.19' │
│  7618   │ 'BFOCAF' │        ''        │       ''       │   '3'    │ '208.07' │
│  7619   │ 'FXHJBY' │        ''        │       ''       │   '2'    │ '285.21' │
│  7620   │ 'NXLMCA' │        ''        │       ''       │   '2'    │ '480.46' │
│  7621   │ 'DFTXPJ' │        ''        │       ''       │   '3'    │ '151.44' │
│  7622   │ 'EEEXHC' │ 'JNSPJHXIEPVHUK' │       ''       │   '1'    │ '424.74' │
│  7623   │ 'TFEINL' │ 'SKPYFIEEXASCBX' │ 'CKJREGJUPVOZ' │   '3'    │ '355.27' │
│  7624   │ 'ZUHNMV' │ 'QUZAZRQSAQMRDC' │       ''       │   '3'    │ '472.25' │
│  7625   │ 'AZPDNQ' │        ''        │       ''       │   '3'    │ '462.85' │
│  7626   │ 'ZXEMKN' │ 'RILXGOXLBRBCUK' │       ''       │   '1'    │ '418.24' │
│  7627   │ 'EQNQZC' │        ''        │       ''       │   '2'    │ '130.69' │
│  7628   │ 'CKLOZN' │        ''        │       ''       │   '1'    │ '666.39' │
│  7629   │ 'AGUAXW' │        ''        │       ''       │   '1'    │ '299.93' │
│  7630   │ 'QEIHUH' │        ''        │       ''       │   '3'    │ '268.67' │
│  7631   │ 'VRNLTR' │        ''        │       ''       │   '3'    │ '466.7'  │
│  7632   │ 'RVKRRR' │        ''        │       ''       │   '1'    │ '212.4'  │
│  7633   │ 'UHXTIX' │ 'EHIUNZUJDTYFLB' │       ''       │   '2'    │ '230.92' │
│  7634   │ 'LJUXYU' │        ''        │       ''       │   '1'    │ '471.91' │
│  7635   │ 'PXCZSN' │ 'WOJOHBWUSQTZEB' │ 'MJQFUHPWYEQU' │   '1'    │ '148.07' │
│  7636   │ 'CSEUUZ' │ 'DUGWALULZCWWCQ' │ 'SLSEADDHVNSJ' │   '3'    │ '241.99' │
│  7637   │ 'PGIXIJ' │        ''        │       ''       │   '1'    │ '187.5'  │
│  7638   │ 'NBGRRE' │        ''        │       ''       │   '1'    │ '435.3'  │
│  7639   │ 'MMIFPZ' │ 'NSPZDAGXYGIATM' │ 'ZNPCVAWOVLTJ' │   '1'    │ '474.92' │
│  7640   │ 'FKOUAD' │        ''        │       ''       │   '2'    │ '113.11' │
│  7641   │ 'KSPIYE' │ 'LSPPSBHPUABPYI' │       ''       │   '2'    │ '461.95' │
│  7642   │ 'LUUMWE' │        ''        │       ''       │   '3'    │ '554.76' │
│  7643   │ 'ZUBLRZ' │        ''        │       ''       │   '1'    │ '439.63' │
│  7644   │ 'KGOGIJ' │        ''        │       ''       │   '3'    │ '414.52' │
│  7645   │ 'KWLLBX' │ 'AGJTBYHMNUUOKO' │ 'BYGLSFQNHCUN' │   '1'    │ '220.98' │
│  7646   │ 'ATPAQJ' │ 'BZQUAEXVJJWIPS' │ 'DRXMWXFCPOXH' │   '1'    │ '344.23' │
│  7647   │ 'VLIDTH' │        ''        │       ''       │   '3'    │ '463.54' │
│  7648   │ 'RWYSBB' │        ''        │       ''       │   '3'    │ '58.78'  │
│  7649   │ 'GKAOLN' │ 'FKOQZTRECGBZKM' │ 'CDJCKUCIBLAO' │   '1'    │ '619.92' │
│  7650   │ 'GGDSBT' │ 'NYTUDKFLQIVRLX' │ 'HLEOFEVIWKVK' │   '3'    │ '246.13' │
│  7651   │ 'YDLZYV' │        ''        │       ''       │   '3'    │ '334.27' │
│  7652   │ 'QODIVD' │ 'UKLNSIKIJRKQUZ' │       ''       │   '1'    │ '343.76' │
│  7653   │ 'RNYFET' │ 'LGMWDGCFACOBTT' │       ''       │   '2'    │ '536.94' │
│  7654   │ 'DZAFLN' │        ''        │       ''       │   '1'    │ '599.41' │
│  7655   │ 'ASPTRG' │ 'KGUALYGWIEFRCQ' │ 'YMSXJKUCHNDW' │   '1'    │ '316.12' │
│  7656   │ 'CDXTXA' │ 'VLQYOEBBARFHXU' │       ''       │   '2'    │ '64.67'  │
│  7657   │ 'AWSWCP' │        ''        │       ''       │   '3'    │ '394.26' │
│  7658   │ 'VVQYPE' │ 'RSTPLLWFJLRBUE' │ 'ZTDCHJWDFBDC' │   '1'    │ '459.83' │
│  7659   │ 'RBRSHW' │ 'HDYYBIEUFZSHEY' │       ''       │   '2'    │ '440.34' │
│  7660   │ 'QMGQXI' │        ''        │       ''       │   '2'    │ '438.85' │
│  7661   │ 'CUTESA' │        ''        │       ''       │   '2'    │ '357.62' │
│  7662   │ 'HMYWKA' │        ''        │       ''       │   '3'    │ '635.97' │
│  7663   │ 'RJKLGO' │ 'CIHOQKCSVMVGVG' │ 'XCWHGBAZQGOF' │   '1'    │ '166.18' │
│  7664   │ 'EFSAGN' │        ''        │       ''       │   '2'    │ '528.99' │
│  7665   │ 'ZSECPF' │ 'YBYXANBLLDKFWE' │       ''       │   '2'    │ '14.87'  │
│  7666   │ 'IMFIAS' │ 'QFDDABSSUEQHEH' │ 'DNZYMGLHCPUX' │   '2'    │ '32.69'  │
│  7667   │ 'ENJURI' │        ''        │       ''       │   '1'    │ '636.94' │
│  7668   │ 'KLTCGF' │        ''        │       ''       │   '2'    │ '541.06' │
│  7669   │ 'AYDWCQ' │ 'LTWDBWFSCSACYQ' │       ''       │   '2'    │ '447.3'  │
│  7670   │ 'IGNNEY' │ 'INPGNJINYXUFUF' │       ''       │   '3'    │ '306.11' │
│  7671   │ 'RSBFPD' │ 'PFDKRUMIBJQYIG' │       ''       │   '2'    │ '509.47' │
│  7672   │ 'LHTTVE' │        ''        │       ''       │   '3'    │ '42.25'  │
│  7673   │ 'ZWIFTO' │ 'DYUCHSEUWZMUXZ' │ 'UZBGPAXQQHQR' │   '3'    │ '297.56' │
│  7674   │ 'ILJZIY' │        ''        │       ''       │   '1'    │ '641.19' │
│  7675   │ 'FKMYZF' │ 'HCDHXNALKJFOJW' │       ''       │   '1'    │ '458.81' │
│  7676   │ 'VXXDTC' │        ''        │       ''       │   '1'    │  '31.8'  │
│  7677   │ 'KBCKNL' │        ''        │       ''       │   '3'    │ '125.54' │
│  7678   │ 'AYFDHX' │        ''        │       ''       │   '3'    │ '475.46' │
│  7679   │ 'MFMWFW' │        ''        │       ''       │   '1'    │ '237.04' │
│  7680   │ 'ZODOYU' │        ''        │       ''       │   '1'    │ '174.97' │
│  7681   │ 'QURTXB' │ 'SEDEWBHTTEJHME' │       ''       │   '2'    │ '414.36' │
│  7682   │ 'UOXWFM' │        ''        │       ''       │   '1'    │ '132.68' │
│  7683   │ 'PLJVYR' │ 'HMXDUAISCZVIHF' │       ''       │   '2'    │ '157.4'  │
│  7684   │ 'WIMXIU' │        ''        │       ''       │   '1'    │ '112.92' │
│  7685   │ 'RALFSM' │        ''        │       ''       │   '3'    │ '519.4'  │
│  7686   │ 'KAWEYB' │ 'XLBGDVLKHJXVJB' │ 'IGYUWXIARDPV' │   '3'    │ '506.43' │
│  7687   │ 'AGXFCB' │        ''        │       ''       │   '2'    │ '30.68'  │
│  7688   │ 'BKHBDX' │ 'LIKMNILJZHXCAQ' │       ''       │   '3'    │ '369.86' │
│  7689   │ 'MQOFMG' │ 'UALBUAKYOGYIOP' │ 'NLCPSTPFRBHI' │   '3'    │ '441.65' │
│  7690   │ 'AYIWBY' │ 'HISUQSKFKJZTBA' │ 'JALNWWLMANGO' │   '1'    │ '214.61' │
│  7691   │ 'CLHFYF' │ 'EZNMMISHERPEER' │ 'IGKOKAEMMCNQ' │   '1'    │ '206.71' │
│  7692   │ 'KOGLXC' │        ''        │       ''       │   '2'    │ '433.08' │
│  7693   │ 'CQOKEH' │ 'BGMCDNYNGFVHEE' │       ''       │   '1'    │ '263.01' │
│  7694   │ 'KGSKKS' │ 'SFAULNDTCBMPLQ' │       ''       │   '3'    │ '634.95' │
│  7695   │ 'ROAALG' │        ''        │       ''       │   '1'    │ '658.34' │
│  7696   │ 'ZWXUJQ' │ 'BVMXDEGXJVBVRO' │       ''       │   '1'    │ '200.01' │
│  7697   │ 'VINTHG' │        ''        │       ''       │   '1'    │ '449.28' │
│  7698   │ 'DMZYOJ' │ 'TTGKVEJKUIYEQL' │ 'IVDNAXEQVDLR' │   '3'    │ '104.52' │
│  7699   │ 'QUCRCF' │        ''        │       ''       │   '2'    │ '329.97' │
│  7700   │ 'VOROWX' │        ''        │       ''       │   '3'    │ '141.27' │
│  7701   │ 'WGMKWU' │ 'RCYPZXUVPXWCLR' │       ''       │   '3'    │ '508.1'  │
│  7702   │ 'IYVUDQ' │ 'VSXBOINOYDXELX' │ 'LJLWGHTFLWGV' │   '3'    │ '144.01' │
│  7703   │ 'VAWVRW' │        ''        │       ''       │   '3'    │ '349.92' │
│  7704   │ 'EKFSQJ' │        ''        │       ''       │   '3'    │ '246.79' │
│  7705   │ 'HXGOJU' │        ''        │       ''       │   '1'    │ '158.33' │
│  7706   │ 'AUHZGT' │        ''        │       ''       │   '3'    │ '448.68' │
│  7707   │ 'GHHOFD' │ 'HFTXBEQXXCRKYV' │ 'GYAYKYCCWYYT' │   '1'    │ '558.58' │
│  7708   │ 'TMTLPF' │        ''        │       ''       │   '2'    │ '326.89' │
│  7709   │ 'GPZKGN' │        ''        │       ''       │   '1'    │ '236.88' │
│  7710   │ 'JHIBRO' │        ''        │       ''       │   '3'    │ '656.08' │
│  7711   │ 'EIAVGO' │ 'ZTCFPYMLMHVKHQ' │       ''       │   '3'    │ '226.23' │
│  7712   │ 'VYONAL' │ 'JYHQODFBHGGQEX' │       ''       │   '1'    │ '271.04' │
│  7713   │ 'RDDLTH' │ 'YRUWHPVYBQJHCR' │       ''       │   '2'    │ '503.61' │
│  7714   │ 'CNFUTO' │        ''        │       ''       │   '3'    │ '170.98' │
│  7715   │ 'FUQVXQ' │ 'AKVCRRNBHODSSA' │       ''       │   '1'    │ '44.93'  │
│  7716   │ 'OJEKYH' │ 'QOVQVZCVNPYBXR' │ 'UHQDCXEOGIWM' │   '3'    │  '14.7'  │
│  7717   │ 'PCXZFL' │        ''        │       ''       │   '2'    │ '429.56' │
│  7718   │ 'HVPYXO' │ 'ETJCIXNTVDVENS' │ 'WPRKPZLIMGFH' │   '1'    │ '597.88' │
│  7719   │ 'LSLCXS' │ 'NSHJCRAVGQCHGR' │ 'GPWAWBUKKHSK' │   '1'    │ '188.13' │
│  7720   │ 'JVEICH' │        ''        │       ''       │   '3'    │ '202.31' │
│  7721   │ 'NYKLQY' │        ''        │       ''       │   '2'    │ '397.02' │
│  7722   │ 'WNLCJE' │ 'RHMXHURMGXQNMJ' │       ''       │   '1'    │ '166.13' │
│  7723   │ 'ODCHOS' │ 'DASATLZPBVTVBW' │ 'DGJCUQYSVCFJ' │   '2'    │ '264.81' │
│  7724   │ 'FTCMNI' │        ''        │       ''       │   '3'    │ '344.14' │
│  7725   │ 'RXBZOM' │        ''        │       ''       │   '2'    │ '200.66' │
│  7726   │ 'AMKZTE' │ 'OJYXAUXDRBVCSY' │       ''       │   '1'    │ '275.22' │
│  7727   │ 'GDTOFA' │        ''        │       ''       │   '2'    │ '457.29' │
│  7728   │ 'HVKSVS' │ 'TFMGIHDKYDRTPW' │ 'KFPEGYNPQJGW' │   '1'    │ '486.61' │
│  7729   │ 'LUPWPZ' │        ''        │       ''       │   '3'    │ '360.61' │
│  7730   │ 'FRJIZW' │ 'AIVTVOIXCRJTOY' │ 'ZJMTYVDPPRWN' │   '3'    │ '195.85' │
│  7731   │ 'TWXWEU' │ 'TPGFQPQSICIVTM' │       ''       │   '3'    │ '369.54' │
│  7732   │ 'LAQVFA' │ 'MAKZDZVIVRBYVI' │       ''       │   '2'    │ '77.31'  │
│  7733   │ 'PPOTLS' │        ''        │       ''       │   '1'    │ '330.5'  │
│  7734   │ 'HOKREX' │ 'AGQJMCJXWWLXZB' │       ''       │   '1'    │ '302.66' │
│  7735   │ 'BIZXYG' │        ''        │       ''       │   '3'    │ '230.38' │
│  7736   │ 'LPWBBI' │        ''        │       ''       │   '1'    │ '344.57' │
│  7737   │ 'EAZZZZ' │ 'UKWCVCBBQWNWMP' │       ''       │   '3'    │ '221.54' │
│  7738   │ 'LFQUCH' │ 'QUWRZCFYCUINZO' │ 'MSNOFMXYTYVV' │   '2'    │ '153.43' │
│  7739   │ 'JDSICK' │        ''        │       ''       │   '2'    │ '417.43' │
│  7740   │ 'FEFWPU' │ 'RKXCYQTKAKTOTF' │ 'JMZKDTQICHMY' │   '2'    │ '567.03' │
│  7741   │ 'PGGCMJ' │ 'LPAOXUGMQSJBOC' │ 'OGEAUALOPJII' │   '2'    │ '437.22' │
│  7742   │ 'OIXGKS' │ 'YRAXQFDONPSDVI' │       ''       │   '1'    │ '529.47' │
│  7743   │ 'UWVANF' │ 'XGHWYRYUVREHOQ' │       ''       │   '1'    │ '348.85' │
│  7744   │ 'BBILCV' │ 'NSHJCRAVGQCHGR' │       ''       │   '2'    │ '461.99' │
│  7745   │ 'WEMJYP' │        ''        │       ''       │   '2'    │ '185.57' │
│  7746   │ 'LDURQI' │ 'SQWIAEXFIHSALT' │ 'GYEBCTGPHUGM' │   '1'    │ '212.92' │
│  7747   │ 'CFXINS' │        ''        │       ''       │   '1'    │ '72.11'  │
│  7748   │ 'AMKZTE' │ 'HMXDUAISCZVIHF' │ 'DZHLQGIVQSRA' │   '1'    │ '217.67' │
│  7749   │ 'SNLFZN' │        ''        │       ''       │   '3'    │ '378.06' │
│  7750   │ 'JPCNYC' │        ''        │       ''       │   '3'    │ '297.18' │
│  7751   │ 'GYGACT' │        ''        │       ''       │   '2'    │ '473.29' │
│  7752   │ 'JFZLJX' │ 'XOIFTQGBXSHVET' │       ''       │   '2'    │ '393.08' │
│  7753   │ 'BTFSDL' │ 'QIJPFFDWRUODAB' │       ''       │   '2'    │ '43.38'  │
│  7754   │ 'FLRWDU' │        ''        │       ''       │   '1'    │ '320.13' │
│  7755   │ 'PAHNZL' │        ''        │       ''       │   '1'    │ '46.54'  │
│  7756   │ 'EZWZZU' │ 'IEKBPBVDBBLTHC' │       ''       │   '1'    │ '441.65' │
│  7757   │ 'ROLPTL' │        ''        │       ''       │   '1'    │ '321.82' │
│  7758   │ 'FLVJFV' │ 'IQNKREDZOZIGGT' │ 'XIJXJRXZRDWV' │   '1'    │ '61.43'  │
│  7759   │ 'SKNPUZ' │ 'MNHNYKWZFMAUGK' │ 'OFXISARBNLYE' │   '2'    │ '59.61'  │
